Time (fs=25),thermal_camera,chest_belt
0,-0.3358,-0.28524
0.04,-0.35895,-0.24916
0.08,-0.38224,-0.21228
0.12,-0.40559,-0.1739
0.16,-0.42889,-0.13542
0.2,-0.45206,-0.09572
0.24,-0.47501,-0.055781
0.28,-0.49764,-0.01564
0.32,-0.51987,0.025326
0.36,-0.54161,0.065679
0.4,-0.56278,0.10654
0.44,-0.58329,0.14684
0.48,-0.60307,0.18658
0.52,-0.62204,0.22629
0.56,-0.64013,0.26462
0.6,-0.65728,0.30257
0.64,-0.67341,0.33913
0.68,-0.68847,0.37432
0.72,-0.7024,0.40855
0.76,-0.71515,0.44067
0.8,-0.72666,0.47152
0.84,-0.7369,0.5002
0.88,-0.74582,0.52681
0.92,-0.75338,0.55158
0.96,-0.75956,0.5737
1,-0.76431,0.59379
1.04,-0.76762,0.61112
1.08,-0.76946,0.62591
1.12,-0.7698,0.63821
1.16,-0.76864,0.6476
1.2,-0.76597,0.65449
1.24,-0.76175,0.65833
1.28,-0.756,0.65952
1.32,-0.74871,0.65788
1.36,-0.73987,0.65344
1.4,-0.72948,0.64642
1.44,-0.71755,0.63639
1.48,-0.70408,0.62402
1.52,-0.68907,0.60886
1.56,-0.67255,0.59139
1.6,-0.65452,0.57163
1.64,-0.63499,0.54929
1.68,-0.61399,0.52524
1.72,-0.59154,0.49881
1.76,-0.56765,0.47084
1.8,-0.54237,0.44122
1.84,-0.51572,0.40969
1.88,-0.48773,0.37732
1.92,-0.45845,0.34324
1.96,-0.42793,0.30855
2,-0.39621,0.27301
2.04,-0.36335,0.23638
2.08,-0.32941,0.19985
2.12,-0.29446,0.16237
2.16,-0.25858,0.12521
2.2,-0.22184,0.087995
2.24,-0.18433,0.050509
2.28,-0.14614,0.01395
2.32,-0.10738,-0.022835
2.36,-0.068152,-0.058534
2.4,-0.02857,-0.093625
2.44,0.011244,-0.1283
2.48,0.051165,-0.16148
2.52,0.09106,-0.19431
2.56,0.13079,-0.22555
2.6,0.17021,-0.25577
2.64,0.20917,-0.28509
2.68,0.24753,-0.31265
2.72,0.28511,-0.33951
2.76,0.32177,-0.36458
2.8,0.35735,-0.3885
2.84,0.39168,-0.41125
2.88,0.4246,-0.43229
2.92,0.45596,-0.4525
2.96,0.48559,-0.47097
3,0.51334,-0.4884
3.04,0.53907,-0.5046
3.08,0.56263,-0.51936
3.12,0.58388,-0.53334
3.16,0.6027,-0.54583
3.2,0.61897,-0.55753
3.24,0.63258,-0.56807
3.28,0.64344,-0.57757
3.32,0.65148,-0.58642
3.36,0.65661,-0.5941
3.4,0.65879,-0.6013
3.44,0.65798,-0.60744
3.48,0.65416,-0.61296
3.52,0.64732,-0.61793
3.56,0.63747,-0.62205
3.6,0.62466,-0.62592
3.64,0.60891,-0.62882
3.68,0.59031,-0.63141
3.72,0.56892,-0.63348
3.76,0.54485,-0.63491
3.8,0.51821,-0.63617
3.84,0.48912,-0.6365
3.88,0.45774,-0.63663
3.92,0.42422,-0.63616
3.96,0.38873,-0.63514
4,0.35144,-0.63384
4.04,0.31254,-0.63156
4.08,0.27224,-0.62903
4.12,0.23073,-0.6257
4.16,0.18823,-0.62177
4.2,0.14493,-0.61731
4.24,0.10105,-0.61175
4.28,0.056811,-0.60575
4.32,0.012409,-0.59866
4.36,-0.031947,-0.59087
4.4,-0.076057,-0.58218
4.44,-0.11973,-0.5723
4.48,-0.16277,-0.56171
4.52,-0.20501,-0.54974
4.56,-0.24627,-0.53697
4.6,-0.28641,-0.52296
4.64,-0.32527,-0.50769
4.68,-0.36271,-0.49151
4.72,-0.39863,-0.47373
4.76,-0.43289,-0.45514
4.8,-0.46541,-0.43506
4.84,-0.4961,-0.41381
4.88,-0.52489,-0.39157
4.92,-0.55171,-0.36768
4.96,-0.57651,-0.34312
5,-0.59925,-0.31703
5.04,-0.61991,-0.29001
5.08,-0.63846,-0.26213
5.12,-0.65489,-0.23278
5.16,-0.66921,-0.20307
5.2,-0.68142,-0.17207
5.24,-0.69154,-0.14055
5.28,-0.69958,-0.10853
5.32,-0.70557,-0.075457
5.36,-0.70956,-0.042534
5.4,-0.71156,-0.0087849
5.44,-0.71164,0.02488
5.48,-0.70982,0.058496
5.52,-0.70615,0.092512
5.56,-0.7007,0.12576
5.6,-0.6935,0.15914
5.64,-0.6846,0.19174
5.68,-0.67407,0.22359
5.72,-0.66196,0.25506
5.76,-0.64831,0.28509
5.8,-0.63318,0.31444
5.84,-0.61663,0.34228
5.88,-0.5987,0.36868
5.92,-0.57946,0.39385
5.96,-0.55894,0.41699
6,-0.53721,0.43865
6.04,-0.5143,0.45817
6.08,-0.49028,0.47566
6.12,-0.4652,0.49117
6.16,-0.43909,0.50424
6.2,-0.41202,0.51519
6.24,-0.38403,0.52357
6.28,-0.35518,0.52957
6.32,-0.32552,0.53308
6.36,-0.2951,0.53403
6.4,-0.26398,0.53251
6.44,-0.23221,0.52828
6.48,-0.19986,0.52166
6.52,-0.16697,0.51237
6.56,-0.13362,0.50073
6.6,-0.099856,0.48666
6.64,-0.065754,0.47007
6.68,-0.031379,0.45145
6.72,0.0032012,0.43035
6.76,0.037913,0.40745
6.8,0.072683,0.38251
6.84,0.10743,0.35556
6.88,0.14209,0.32726
6.92,0.17656,0.29698
6.96,0.21076,0.26571
7,0.24462,0.23308
7.04,0.27804,0.19916
7.08,0.31093,0.16478
7.12,0.3432,0.12914
7.16,0.37475,0.093403
7.2,0.4055,0.057135
7.24,0.43534,0.02041
7.28,0.46419,-0.015885
7.32,0.49194,-0.052661
7.36,0.51851,-0.088657
7.4,0.54379,-0.1244
7.44,0.56769,-0.15981
7.48,0.59013,-0.19405
7.52,0.61101,-0.22805
7.56,0.63025,-0.26059
7.6,0.64776,-0.29227
7.64,0.66348,-0.32299
7.68,0.67731,-0.35204
7.72,0.68921,-0.38033
7.76,0.69909,-0.40677
7.8,0.70691,-0.43199
7.84,0.71262,-0.45586
7.88,0.71616,-0.4779
7.92,0.71751,-0.49889
7.96,0.71662,-0.51794
8,0.71348,-0.53574
8.04,0.70808,-0.552
8.08,0.7004,-0.5666
8.12,0.69044,-0.58012
8.16,0.67822,-0.59187
8.2,0.66376,-0.60259
8.24,0.64707,-0.61181
8.28,0.6282,-0.61978
8.32,0.60719,-0.62683
8.36,0.58408,-0.63247
8.4,0.55895,-0.63748
8.44,0.53187,-0.64117
8.48,0.50289,-0.64416
8.52,0.47213,-0.64649
8.56,0.43965,-0.64787
8.6,0.40558,-0.64909
8.64,0.37002,-0.64923
8.68,0.33309,-0.64922
8.72,0.2949,-0.64885
8.76,0.25559,-0.64795
8.8,0.2153,-0.64731
8.84,0.17417,-0.64582
8.88,0.13234,-0.64463
8.92,0.089954,-0.6433
8.96,0.047174,-0.64177
9,0.0041479,-0.64077
9.04,-0.038972,-0.63906
9.08,-0.082032,-0.63792
9.12,-0.12488,-0.63671
9.16,-0.16738,-0.63548
9.2,-0.20937,-0.63483
9.24,-0.25073,-0.63351
9.28,-0.29131,-0.6328
9.32,-0.331,-0.63193
9.36,-0.36967,-0.63103
9.4,-0.40722,-0.63053
9.44,-0.44354,-0.62928
9.48,-0.47854,-0.62844
9.52,-0.51215,-0.62721
9.56,-0.54429,-0.62577
9.6,-0.57491,-0.62435
9.64,-0.60395,-0.62201
9.68,-0.63137,-0.61972
9.72,-0.65714,-0.61664
9.76,-0.68126,-0.61311
9.8,-0.70369,-0.60908
9.84,-0.72446,-0.60391
9.88,-0.74355,-0.59833
9.92,-0.76099,-0.59154
9.96,-0.7768,-0.58401
10,-0.791,-0.57543
10.04,-0.80363,-0.56553
10.08,-0.81473,-0.55478
10.12,-0.82434,-0.54241
10.16,-0.8325,-0.52911
10.2,-0.83927,-0.51427
10.24,-0.84469,-0.49803
10.28,-0.84882,-0.48062
10.32,-0.8517,-0.46132
10.36,-0.85339,-0.44105
10.4,-0.85395,-0.41892
10.44,-0.85341,-0.3955
10.48,-0.85183,-0.37077
10.52,-0.84926,-0.34412
10.56,-0.84574,-0.31664
10.6,-0.8413,-0.28726
10.64,-0.83599,-0.25688
10.68,-0.82984,-0.22534
10.72,-0.82287,-0.19209
10.76,-0.81512,-0.15839
10.8,-0.8066,-0.12305
10.84,-0.79734,-0.087206
10.88,-0.78734,-0.050626
10.92,-0.77663,-0.012822
10.96,-0.76521,0.024846
11,-0.75307,0.063612
11.04,-0.74024,0.10219
11.08,-0.72669,0.14087
11.12,-0.71244,0.18004
11.16,-0.69748,0.21836
11.2,-0.68181,0.25699
11.24,-0.66541,0.29464
11.28,-0.64828,0.33161
11.32,-0.63041,0.36818
11.36,-0.6118,0.40314
11.4,-0.59244,0.43752
11.44,-0.57232,0.4701
11.48,-0.55143,0.5012
11.52,-0.52978,0.53099
11.56,-0.50736,0.55849
11.6,-0.48418,0.58451
11.64,-0.46022,0.60804
11.68,-0.43551,0.62942
11.72,-0.41004,0.64866
11.76,-0.38382,0.66515
11.8,-0.35688,0.67945
11.84,-0.32922,0.69074
11.88,-0.30087,0.69951
11.92,-0.27185,0.70553
11.96,-0.24219,0.70864
12,-0.21192,0.70916
12.04,-0.18108,0.70648
12.08,-0.14972,0.70122
12.12,-0.11787,0.69297
12.16,-0.085588,0.68201
12.2,-0.05293,0.66841
12.24,-0.019952,0.65179
12.28,0.013282,0.63293
12.32,0.046705,0.6112
12.36,0.080247,0.58732
12.4,0.11383,0.56115
12.44,0.14739,0.53245
12.48,0.18082,0.5022
12.52,0.21406,0.46954
12.56,0.24702,0.43556
12.6,0.2796,0.39994
12.64,0.31172,0.36256
12.68,0.34329,0.32451
12.72,0.37421,0.28477
12.76,0.40439,0.24468
12.8,0.43374,0.20377
12.84,0.46218,0.16198
12.88,0.48961,0.12046
12.92,0.51593,0.078067
12.96,0.54108,0.036267
13,0.56496,-0.0055225
13.04,0.5875,-0.047329
13.08,0.60862,-0.088036
13.12,0.62825,-0.12885
13.16,0.64632,-0.1683
13.2,0.66277,-0.20706
13.24,0.67754,-0.2451
13.28,0.69058,-0.28147
13.32,0.70184,-0.31734
13.36,0.71127,-0.35134
13.4,0.71885,-0.38423
13.44,0.72454,-0.41588
13.48,0.72831,-0.44562
13.52,0.73015,-0.47447
13.56,0.73005,-0.50125
13.6,0.728,-0.5268
13.64,0.724,-0.55082
13.68,0.71805,-0.57301
13.72,0.71017,-0.59418
13.76,0.70038,-0.61335
13.8,0.6887,-0.63143
13.84,0.67517,-0.64791
13.88,0.65982,-0.66289
13.92,0.64269,-0.67691
13.96,0.62384,-0.68922
14,0.60333,-0.70076
14.04,0.58121,-0.71077
14.08,0.55756,-0.71977
14.12,0.53245,-0.72797
14.16,0.50596,-0.73486
14.2,0.47817,-0.74136
14.24,0.44917,-0.74649
14.28,0.41907,-0.75112
14.32,0.38794,-0.75513
14.36,0.35591,-0.75822
14.4,0.32307,-0.76126
14.44,0.28952,-0.76308
14.48,0.25539,-0.7648
14.52,0.22077,-0.76604
14.56,0.18579,-0.76666
14.6,0.15055,-0.76742
14.64,0.11517,-0.76706
14.68,0.079751,-0.76684
14.72,0.044405,-0.76613
14.76,0.0092347,-0.76497
14.8,-0.025657,-0.76394
14.84,-0.060174,-0.7618
14.88,-0.094223,-0.75983
14.92,-0.12772,-0.75723
14.96,-0.16057,-0.75419
15,-0.19272,-0.75108
15.04,-0.22408,-0.74678
15.08,-0.2546,-0.74248
15.12,-0.28422,-0.73728
15.16,-0.31289,-0.73154
15.2,-0.34057,-0.72536
15.24,-0.36723,-0.71786
15.28,-0.39284,-0.71006
15.32,-0.41737,-0.70103
15.36,-0.44081,-0.69129
15.4,-0.46316,-0.68065
15.44,-0.48441,-0.66858
15.48,-0.50458,-0.65587
15.52,-0.52365,-0.64159
15.56,-0.54166,-0.62646
15.6,-0.55863,-0.61
15.64,-0.57456,-0.59206
15.68,-0.58949,-0.5732
15.72,-0.60345,-0.5525
15.76,-0.61647,-0.53094
15.8,-0.62858,-0.50773
15.84,-0.63981,-0.48313
15.88,-0.6502,-0.45748
15.92,-0.65977,-0.42992
15.96,-0.66857,-0.40161
16,-0.67661,-0.37157
16.04,-0.68393,-0.34041
16.08,-0.69056,-0.30828
16.12,-0.69651,-0.27441
16.16,-0.70181,-0.24012
16.2,-0.70647,-0.20427
16.24,-0.7105,-0.16777
16.28,-0.71391,-0.13063
16.32,-0.7167,-0.092171
16.36,-0.71885,-0.053818
16.4,-0.72037,-0.014368
16.44,-0.72124,0.02509
16.48,-0.72143,0.064625
16.52,-0.72092,0.10481
16.56,-0.71968,0.14423
16.6,-0.71767,0.18404
16.64,-0.71485,0.2231
16.68,-0.71117,0.26151
16.72,-0.70659,0.29974
16.76,-0.70106,0.33648
16.8,-0.69452,0.37277
16.84,-0.68693,0.40749
16.88,-0.67822,0.44082
16.92,-0.66834,0.47307
16.96,-0.65724,0.50315
17,-0.64488,0.53192
17.04,-0.6312,0.5584
17.08,-0.61616,0.58283
17.12,-0.59973,0.60533
17.16,-0.58186,0.62518
17.2,-0.56254,0.64299
17.24,-0.54173,0.65796
17.28,-0.51943,0.67045
17.32,-0.49563,0.68039
17.36,-0.47033,0.68744
17.4,-0.44355,0.69201
17.44,-0.4153,0.69347
17.48,-0.38561,0.69235
17.52,-0.35452,0.68835
17.56,-0.32208,0.68159
17.6,-0.28834,0.67224
17.64,-0.25338,0.65986
17.68,-0.21726,0.64517
17.72,-0.18009,0.62763
17.76,-0.14194,0.60781
17.8,-0.10293,0.58566
17.84,-0.063177,0.56089
17.88,-0.022793,0.53442
17.92,0.01809,0.50548
17.96,0.059334,0.47502
18,0.1008,0.44281
18.04,0.14233,0.40866
18.08,0.18378,0.37365
18.12,0.225,0.3368
18.16,0.2658,0.29936
18.2,0.30605,0.26095
18.24,0.34556,0.22142
18.28,0.38417,0.18195
18.32,0.42173,0.14142
18.36,0.45805,0.10123
18.4,0.49298,0.060874
18.44,0.52637,0.020258
18.48,0.55805,-0.019467
18.52,0.58787,-0.059491
18.56,0.6157,-0.098374
18.6,0.64139,-0.13673
18.64,0.66483,-0.1746
18.68,0.68588,-0.21097
18.72,0.70444,-0.24701
18.76,0.72041,-0.28135
18.8,0.73371,-0.3147
18.84,0.74425,-0.34701
18.88,0.75199,-0.37751
18.92,0.75686,-0.40726
18.96,0.75884,-0.43505
19,0.7579,-0.46167
19.04,0.75404,-0.48692
19.08,0.74727,-0.51036
19.12,0.7376,-0.53287
19.16,0.72509,-0.55345
19.2,0.70977,-0.57293
19.24,0.69173,-0.59092
19.28,0.67104,-0.60738
19.32,0.6478,-0.62292
19.36,0.62212,-0.63676
19.4,0.59411,-0.64977
19.44,0.56392,-0.66133
19.48,0.53168,-0.6718
19.52,0.49756,-0.68147
19.56,0.46171,-0.68979
19.6,0.42431,-0.69763
19.64,0.38553,-0.70415
19.68,0.34557,-0.71003
19.72,0.3046,-0.71528
19.76,0.26283,-0.71954
19.8,0.22044,-0.72362
19.84,0.17762,-0.72651
19.88,0.13457,-0.72915
19.92,0.091476,-0.73124
19.96,0.048528,-0.73264
20,0.0059046,-0.73401
20.04,-0.036219,-0.73427
20.08,-0.077676,-0.73449
20.12,-0.11831,-0.73415
20.16,-0.15796,-0.73326
20.2,-0.1965,-0.73231
20.24,-0.23379,-0.73025
20.28,-0.26973,-0.72816
20.32,-0.30419,-0.72534
20.36,-0.3371,-0.72198
20.4,-0.36837,-0.71834
20.44,-0.39793,-0.71351
20.48,-0.42574,-0.70847
20.52,-0.45175,-0.70244
20.56,-0.47593,-0.69576
20.6,-0.49828,-0.68844
20.64,-0.51878,-0.6798
20.68,-0.53746,-0.67068
20.72,-0.55433,-0.66023
20.76,-0.56943,-0.649
20.8,-0.5828,-0.63672
20.84,-0.59449,-0.62302
20.88,-0.60456,-0.60855
20.92,-0.61309,-0.59245
20.96,-0.62014,-0.5755
21,-0.6258,-0.55713
21.04,-0.63016,-0.53734
21.08,-0.63329,-0.5166
21.12,-0.6353,-0.49407
21.16,-0.63627,-0.47071
21.2,-0.63629,-0.44576
21.24,-0.63547,-0.41956
21.28,-0.63389,-0.39239
21.32,-0.63163,-0.36347
21.36,-0.62879,-0.33396
21.4,-0.62545,-0.30293
21.44,-0.62168,-0.27099
21.48,-0.61757,-0.23832
21.52,-0.61317,-0.20421
21.56,-0.60855,-0.16994
21.6,-0.60377,-0.13449
21.64,-0.59888,-0.09868
21.68,-0.59393,-0.062611
21.72,-0.58894,-0.025661
21.76,-0.58395,0.010854
21.8,-0.57898,0.047943
21.84,-0.57405,0.084686
21.88,-0.56917,0.12104
21.92,-0.56433,0.15752
21.96,-0.55955,0.19286
22,-0.5548,0.228
22.04,-0.55008,0.26202
22.08,-0.54535,0.29492
22.12,-0.54059,0.32708
22.16,-0.53577,0.35743
22.2,-0.53085,0.38674
22.24,-0.52578,0.41419
22.28,-0.52052,0.43983
22.32,-0.51501,0.4639
22.36,-0.50921,0.48562
22.4,-0.50305,0.50554
22.44,-0.49647,0.52302
22.48,-0.48942,0.53819
22.52,-0.48183,0.55113
22.56,-0.47363,0.56141
22.6,-0.46477,0.56936
22.64,-0.45517,0.57454
22.68,-0.44479,0.57721
22.72,-0.43355,0.57725
22.76,-0.4214,0.57465
22.8,-0.40828,0.56952
22.84,-0.39415,0.5616
22.88,-0.37895,0.55133
22.92,-0.36265,0.53837
22.96,-0.3452,0.52312
23,-0.32657,0.50551
23.04,-0.30675,0.48543
23.08,-0.2857,0.46348
23.12,-0.26342,0.43911
23.16,-0.2399,0.41313
23.2,-0.21516,0.38525
23.24,-0.18919,0.35549
23.28,-0.16203,0.32461
23.32,-0.13371,0.29185
23.36,-0.10425,0.25832
23.4,-0.073719,0.22359
23.44,-0.042163,0.18773
23.48,-0.0096489,0.15159
23.52,0.023748,0.11427
23.56,0.057944,0.077068
23.6,0.092849,0.039399
23.64,0.12836,0.0013911
23.68,0.16437,-0.036089
23.72,0.20077,-0.074044
23.76,0.23743,-0.11112
23.8,0.27422,-0.148
23.84,0.31101,-0.1845
23.88,0.34765,-0.21987
23.92,0.384,-0.25512
23.96,0.41991,-0.28893
24,0.45522,-0.32207
24.04,0.48977,-0.3543
24.08,0.52341,-0.38504
24.12,0.55596,-0.41523
24.16,0.58727,-0.44369
24.2,0.61717,-0.47124
24.24,0.64551,-0.49753
24.28,0.67213,-0.52225
24.32,0.69687,-0.54619
24.36,0.71958,-0.56833
24.4,0.74012,-0.58953
24.44,0.75835,-0.6093
24.48,0.77416,-0.62764
24.52,0.78741,-0.64509
24.56,0.798,-0.66087
24.6,0.80583,-0.67579
24.64,0.81083,-0.68924
24.68,0.81291,-0.70152
24.72,0.81202,-0.71286
24.76,0.80812,-0.72276
24.8,0.80118,-0.73191
24.84,0.79119,-0.73961
24.88,0.77814,-0.74639
24.92,0.76205,-0.7522
24.96,0.74297,-0.75677
25,0.72094,-0.76067
25.04,0.69604,-0.76313
25.08,0.66833,-0.76483
25.12,0.63793,-0.76548
25.16,0.60494,-0.76504
25.2,0.5695,-0.76387
25.24,0.53174,-0.76124
25.28,0.49182,-0.75791
25.32,0.44991,-0.75335
25.36,0.40618,-0.74779
25.4,0.36082,-0.7413
25.44,0.31402,-0.73332
25.48,0.26598,-0.72458
25.52,0.21692,-0.71437
25.56,0.16704,-0.70319
25.6,0.11656,-0.69082
25.64,0.065699,-0.67694
25.68,0.014663,-0.66217
25.72,-0.03633,-0.64571
25.76,-0.087066,-0.6283
25.8,-0.13734,-0.60946
25.84,-0.18695,-0.58913
25.88,-0.2357,-0.56783
25.92,-0.28341,-0.54471
25.96,-0.3299,-0.52074
26,-0.375,-0.49518
26.04,-0.41856,-0.46831
26.08,-0.46043,-0.44049
26.12,-0.5005,-0.41089
26.16,-0.53863,-0.38068
26.2,-0.57473,-0.34892
26.24,-0.60872,-0.31619
26.28,-0.64051,-0.28273
26.32,-0.67006,-0.24774
26.36,-0.69731,-0.21256
26.4,-0.72224,-0.17613
26.44,-0.74483,-0.13924
26.48,-0.76509,-0.10205
26.52,-0.78301,-0.063851
26.56,-0.79862,-0.026019
26.6,-0.81196,0.0125
26.64,-0.82306,0.050804
26.68,-0.83198,0.088798
26.72,-0.83878,0.12708
26.76,-0.84352,0.16432
26.8,-0.84628,0.20149
26.84,-0.84714,0.23768
26.88,-0.84617,0.27285
26.92,-0.84346,0.30745
26.96,-0.83909,0.34031
27,-0.83316,0.37228
27.04,-0.82574,0.40251
27.08,-0.81692,0.431
27.12,-0.80678,0.45808
27.16,-0.7954,0.48284
27.2,-0.78286,0.50591
27.24,-0.76923,0.52661
27.28,-0.75457,0.54503
27.32,-0.73894,0.5613
27.36,-0.72241,0.57489
27.4,-0.70503,0.5862
27.44,-0.68683,0.59472
27.48,-0.66787,0.6007
27.52,-0.64817,0.60405
27.56,-0.62777,0.60467
27.6,-0.60669,0.60271
27.64,-0.58496,0.59788
27.68,-0.5626,0.59057
27.72,-0.53961,0.58047
27.76,-0.51602,0.56793
27.8,-0.49183,0.55288
27.84,-0.46706,0.5352
27.88,-0.4417,0.51544
27.92,-0.41578,0.49308
27.96,-0.3893,0.46888
28,-0.36227,0.44255
28.04,-0.3347,0.4141
28.08,-0.30662,0.38427
28.12,-0.27803,0.3523
28.16,-0.24896,0.31928
28.2,-0.21943,0.28475
28.24,-0.18948,0.24882
28.28,-0.15913,0.21231
28.32,-0.12844,0.1743
28.36,-0.097423,0.13612
28.4,-0.066147,0.097136
28.44,-0.03466,0.057535
28.48,-0.0030205,0.01815
28.52,0.028709,-0.022041
28.56,0.060458,-0.0616
28.6,0.092153,-0.1013
28.64,0.12372,-0.14088
28.68,0.15506,-0.17957
28.72,0.1861,-0.21845
28.76,0.21674,-0.25606
28.8,0.24689,-0.29329
28.84,0.27644,-0.32977
28.88,0.30531,-0.36493
28.92,0.33337,-0.39978
28.96,0.36054,-0.43294
29,0.3867,-0.46539
29.04,0.41175,-0.49664
29.08,0.43559,-0.52638
29.12,0.45811,-0.55543
29.16,0.47921,-0.58264
29.2,0.4988,-0.60896
29.24,0.51678,-0.63379
29.28,0.53306,-0.65711
29.32,0.54755,-0.67953
29.36,0.56019,-0.7001
29.4,0.5709,-0.71975
29.44,0.5796,-0.73776
29.48,0.58625,-0.75439
29.52,0.59081,-0.76996
29.56,0.59322,-0.78381
29.6,0.59346,-0.79675
29.64,0.59151,-0.80796
29.68,0.58737,-0.81798
29.72,0.58103,-0.82681
29.76,0.57251,-0.83408
29.8,0.56184,-0.84043
